HAddress,HAttractions,HGFW,HImages,HLanguage,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HVideos,URL
"Number 118, Riverside Road-Hoang Quoc Viet-Nghia Do, Cau Giay District, Hanoi 844 Vietnam",11,66,28,"English, Vietnamese",Riverside Hanoi Hotel,$65 ,$40 ,"$40, - ,$65","Which popular attractions are close to Riverside Hanoi Hotel?, ,What are some of the property amenities at Riverside Hanoi Hotel?, ,Which room amenities are available at Riverside Hanoi Hotel?, ,What food & drink options are available at Riverside Hanoi Hotel?, ,Is parking available at Riverside Hanoi Hotel?, ,What are some restaurants close to Riverside Hanoi Hotel?, ,Are there opportunities to exercise at Riverside Hanoi Hotel?, ,Does Riverside Hanoi Hotel have airport transportation?, ,Are any cleaning services offered at Riverside Hanoi Hotel?, ,Does Riverside Hanoi Hotel offer any business services?, ",15,38 reviews,"#444 of 1,294 hotels in Hanoi",3.5,4.0 of 5 bubbles,44,Very good,85,,9,https://www.tripadvisor.com/Hotel_Review-g293924-d4609531-Reviews-Riverside_Hanoi_Hotel-Hanoi.html
"202 Tran Duy Hung street, Cau Giay district, Hanoi 10000 Vietnam",3,57,7,"English, French, Chinese, German",Brandi Hotel,70,Vietnam,"Vietnam,Hanoi,70","Which popular attractions are close to Brandi Hotel?, ,What are some of the property amenities at Brandi Hotel?, ,Which room amenities are available at Brandi Hotel?, ,What food & drink options are available at Brandi Hotel?, ,Is parking available at Brandi Hotel?, ,What are some restaurants close to Brandi Hotel?, ,Are there opportunities to exercise at Brandi Hotel?, ,Does Brandi Hotel have an airport shuttle?, ,Does Brandi Hotel have airport transportation?, ,Which languages are spoken by the staff at Brandi Hotel?, ",38,38 reviews,"#363 of 1,294 hotels in Hanoi",4.5,3.0 of 5 bubbles,22,Excellent,70,,6,https://www.tripadvisor.com/Hotel_Review-g293924-d3199320-Reviews-Brandi_Hotel-Hanoi.html
"04 Vu Huu Loi Hai Ba Trung, Hanoi 100000 Vietnam",5,79,11,,Canary Hanoi Hotel,$66 ,$32 ,"$32, - ,$66","Which popular attractions are close to Canary Hanoi Hotel?, ,What are some of the property amenities at Canary Hanoi Hotel?, ,What food & drink options are available at Canary Hanoi Hotel?, ,What are some restaurants close to Canary Hanoi Hotel?, ,Does Canary Hanoi Hotel have airport transportation?, ,Are any cleaning services offered at Canary Hanoi Hotel?, ",3,7 reviews,"#171 of 1,074 B&Bs / Inns in Hanoi",4.5,3.0 of 5 bubbles,36,Excellent,22,,1,https://www.tripadvisor.com/Hotel_Review-g293924-d2408887-Reviews-Canary_Hanoi_Hotel-Hanoi.html
"No 26, Lane 110, Tran Duy Hung Cau Giay District, Hanoi 100000 Vietnam",5,63,5,,SOO Hotel,$50 ,$11 ,"$11, - ,$50","Which popular attractions are close to SOO Hotel?, ,What food & drink options are available at SOO Hotel?, ,What are some restaurants close to SOO Hotel?, ",5,1 review,"#562 of 1,294 hotels in Hanoi",5,3.0 of 5 bubbles,36,Excellent,30,,4,https://www.tripadvisor.com/Hotel_Review-g293924-d14758917-Reviews-SOO_Hotel-Hanoi.html
"38C Bat Dan, Hanoi 10-14 Vietnam",121,99,,,NQ Vintage House,$53 ,$32 ,"$32, - ,$53","Which popular attractions are close to NQ Vintage House?, ,What are some restaurants close to NQ Vintage House?, ,Is NQ Vintage House located near the city center?, ",,1 review,"#468 of 1,074 B&Bs / Inns in Hanoi",1,2.0 of 5 bubbles,367,Terrible,Hanoi,,,https://www.tripadvisor.com/Hotel_Review-g293924-d15522053-Reviews-NQ_Vintage_House-Hanoi.html
"98 To Ngoc Van Tay Ho, Hanoi 100000 Vietnam",23,84,,,S'space Suites Westlake,$44 ,$38 ,"$38, - ,$44","Which popular attractions are close to S'space Suites Westlake?, ,What are some of the property amenities at S'space Suites Westlake?, ,What food & drink options are available at S'space Suites Westlake?, ,Is parking available at S'space Suites Westlake?, ,What are some restaurants close to S'space Suites Westlake?, ,Are there opportunities to exercise at S'space Suites Westlake?, ,Does S'space Suites Westlake have airport transportation?, ,Are there any historical sites close to S'space Suites Westlake?, ",,,,,,78,,22,,,https://www.tripadvisor.com/Hotel_Review-g293924-d14910866-Reviews-S_space_Suites_Westlake-Hanoi.html
"95 Tran Quoc Toan Hoan Kiem, Hanoi 100000 Vietnam",9,89,,,NK Hotel,$44 ,$32 ,"$32, - ,$44","Which popular attractions are close to NK Hotel?, ,What are some of the property amenities at NK Hotel?, ,What food & drink options are available at NK Hotel?, ,What are some restaurants close to NK Hotel?, ,Does NK Hotel have airport transportation?, ,Is NK Hotel located near the city center?, ,Are there any historical sites close to NK Hotel?, ",,1 review,"#300 of 1,177 Specialty lodging in Hanoi",4,,103,Very good,68,,,https://www.tripadvisor.com/Hotel_Review-g293924-d15193393-Reviews-NK_Hotel-Hanoi.html
"18A, Alley 31/46 Xuan Dieu, Hanoi Vietnam",26,90,,,King's Apartment,$35 ,$31 ,"$31, - ,$35","Which popular attractions are close to King's Apartment?, ,What are some restaurants close to King's Apartment?, ",,,,,,112,,Hanoi,,,https://www.tripadvisor.com/Hotel_Review-g293924-d19886467-Reviews-King_s_Apartment-Hanoi.html
"122 Pho Duc Chinh, Hanoi Vietnam",9,89,,,122 Aparment,$42 ,$40 ,"$40, - ,$42","Which popular attractions are close to 122 Aparment?, ,What are some restaurants close to 122 Aparment?, ",,,,,,86,,Hanoi,,,https://www.tripadvisor.com/Hotel_Review-g293924-d19989686-Reviews-122_Aparment-Hanoi.html
"53 Hang Dau, Hanoi 100000 Vietnam",24,98,,,Em Am Studio,$50 ,$32 ,"$32, - ,$50","Which popular attractions are close to Em Am Studio?, ,What are some restaurants close to Em Am Studio?, ,Is Em Am Studio located near the city center?, ",,,,,2.0 of 5 bubbles,127,,Hanoi,,,https://www.tripadvisor.com/Hotel_Review-g293924-d16862711-Reviews-Em_Am_Studio-Hanoi.html
"23 Nguyen Ngoc Vu, Trung Hoa, Cau Giay, Hanoi Vietnam",0,61,,,Louisland hotel,$48 ,$32 ,"$32, - ,$48","What are some of the property amenities at Louisland hotel?, ,What food & drink options are available at Louisland hotel?, ,Is parking available at Louisland hotel?, ,What are some restaurants close to Louisland hotel?, ,Does Louisland hotel have airport transportation?, ",,1 review,"#285 of 1,074 B&Bs / Inns in Hanoi",5,3.0 of 5 bubbles,10,Excellent,Hanoi,,,https://www.tripadvisor.com/Hotel_Review-g293924-d15123938-Reviews-Louisland_hotel-Hanoi.html
"So 3 Dai Lo Thang Long, Nam Tu Liem, Hanoi 100000 Vietnam",0,,,,Bayhomes Green Bay Serviced Apartment,$55 ,$30 ,"$30, - ,$55","Which popular attractions are close to Bayhomes Green Bay Serviced Apartment?, ,What are some restaurants close to Bayhomes Green Bay Serviced Apartment?, ",,,,,,0,,Hanoi,,,https://www.tripadvisor.com/Hotel_Review-g293924-d20063077-Reviews-Bayhomes_Green_Bay_Serviced_Apartment-Hanoi.html
"Le Trong Tan A10 L34 Gleximco, An Khanh, Hanoi 10000 Vietnam",0,,14,,Oriana Hotel,$47 ,$34 ,"$34, - ,$47","Which popular attractions are close to Oriana Hotel?, ,What are some of the property amenities at Oriana Hotel?, ,What food & drink options are available at Oriana Hotel?, ,Is parking available at Oriana Hotel?, ,What are some restaurants close to Oriana Hotel?, ,Are there opportunities to exercise at Oriana Hotel?, ,Does Oriana Hotel have airport transportation?, ,Are any cleaning services offered at Oriana Hotel?, ",14,,,,3.0 of 5 bubbles,0,,30,,3,https://www.tripadvisor.com/Hotel_Review-g293924-d13493075-Reviews-Oriana_Hotel-Hanoi.html
"50 Pho Ton Duc Thang, Hanoi Vietnam",15,89,,,Clover Hotel Ton Duc Thang - Dong Da,$45 ,$32 ,"$32, - ,$45","Which popular attractions are close to Clover Hotel Ton Duc Thang - Dong Da?, ,What are some restaurants close to Clover Hotel Ton Duc Thang - Dong Da?, ",,,,,,57,,Hanoi,,,https://www.tripadvisor.com/Hotel_Review-g293924-d19990692-Reviews-Clover_Hotel_Ton_Duc_Thang_Dong_Da-Hanoi.html
"11, Lane 151B, Thai Ha Street, Hanoi 100000 Vietnam",4,67,,,OYO 332 Moon Villa,$33 ,$32 ,"$32, - ,$33","Which popular attractions are close to OYO 332 Moon Villa?, ,What are some restaurants close to OYO 332 Moon Villa?, ",,,,,,22,,9,,,https://www.tripadvisor.com/Hotel_Review-g293924-d20315686-Reviews-OYO_332_Moon_Villa-Hanoi.html
"185A Trich Sai Tay Ho, Hanoi 100000 Vietnam",8,48,,"English, Vietnamese",Moon West Lake,$62 ,$32 ,"$32, - ,$62","Which popular attractions are close to Moon West Lake?, ,What are some of the property amenities at Moon West Lake?, ,Which room amenities are available at Moon West Lake?, ,Is parking available at Moon West Lake?, ,What are some restaurants close to Moon West Lake?, ,Are any cleaning services offered at Moon West Lake?, ,Which languages are spoken by the staff at Moon West Lake?, ,Are there any historical sites close to Moon West Lake?, ",,,,,,29,,32,,,https://www.tripadvisor.com/Hotel_Review-g293924-d18941033-Reviews-Moon_West_Lake-Hanoi.html
"32A Nha Chung Street Hoan Kiem District, Hanoi 10000 Vietnam",134,100,20,"English, Vietnamese",Upstairs Hostel,$35 ,$13 ,"$13, - ,$35","Which popular attractions are close to Upstairs Hostel?, ,What are some of the property amenities at Upstairs Hostel?, ,What food & drink options are available at Upstairs Hostel?, ,Is parking available at Upstairs Hostel?, ,What are some restaurants close to Upstairs Hostel?, ,Does Upstairs Hostel have airport transportation?, ,Is Upstairs Hostel located near the city center?, ,Are any cleaning services offered at Upstairs Hostel?, ,Which languages are spoken by the staff at Upstairs Hostel?, ,Are there any historical sites close to Upstairs Hostel?, ",14,39 reviews,"#110 of 1,177 Specialty lodging in Hanoi",4,1.0 of 5 bubbles,340,Very good,5,Budget,4,https://www.tripadvisor.com/Hotel_Review-g293924-d12595835-Reviews-Upstairs_Hostel-Hanoi.html
"No. 78 Tran Thai Tong street, Cau Giay District, Hanoi Vietnam",2,64,42,"English, Vietnamese",Luxeden Hotel,$60 ,$40 ,"$40, - ,$60","Which popular attractions are close to Luxeden Hotel?, ,What are some of the property amenities at Luxeden Hotel?, ,Which room amenities are available at Luxeden Hotel?, ,What food & drink options are available at Luxeden Hotel?, ,Is parking available at Luxeden Hotel?, ,What are some restaurants close to Luxeden Hotel?, ,Does Luxeden Hotel have airport transportation?, ,Are any cleaning services offered at Luxeden Hotel?, ,Does Luxeden Hotel offer any business services?, ,Which languages are spoken by the staff at Luxeden Hotel?, ,Are there any historical sites close to Luxeden Hotel?, ",17,39 reviews,"#342 of 1,294 hotels in Hanoi",4,3.0 of 5 bubbles,22,Very good,45,Business,16,https://www.tripadvisor.com/Hotel_Review-g293924-d2193543-Reviews-Luxeden_Hotel-Hanoi.html
"22 Hang Be Street, Hoan Kiem District, Hanoi 100000 Vietnam",154,100,32,"English, Vietnamese",OYO 248 Olive Hotel,$27 ,$13 ,"$13, - ,$27","Which popular attractions are close to OYO 248 Olive Hotel?, ,What are some of the property amenities at OYO 248 Olive Hotel?, ,What food & drink options are available at OYO 248 Olive Hotel?, ,What are some restaurants close to OYO 248 Olive Hotel?, ,Does OYO 248 Olive Hotel have an airport shuttle?, ,Does OYO 248 Olive Hotel have airport transportation?, ,Is OYO 248 Olive Hotel located near the city center?, ,Are any cleaning services offered at OYO 248 Olive Hotel?, ,Which languages are spoken by the staff at OYO 248 Olive Hotel?, ,Are there any historical sites close to OYO 248 Olive Hotel?, ",7,40 reviews,"#345 of 1,177 Specialty lodging in Hanoi",3,,593,Average,12,"Centrally Located,Budget",1,https://www.tripadvisor.com/Hotel_Review-g293924-d8592347-Reviews-OYO_248_Olive_Hotel-Hanoi.html
"49 Luong Ngoc Quyen Street, Hoan Kiem District, Hanoi 10000 Vietnam",179,100,43,,Hanoi Marriotte Hotel,$39 ,$15 ,"$15, - ,$39","Which popular attractions are close to Hanoi Marriotte Hotel?, ,What are some of the property amenities at Hanoi Marriotte Hotel?, ,What food & drink options are available at Hanoi Marriotte Hotel?, ,What are some restaurants close to Hanoi Marriotte Hotel?, ,Does Hanoi Marriotte Hotel have an airport shuttle?, ,Does Hanoi Marriotte Hotel have airport transportation?, ,Is Hanoi Marriotte Hotel located near the city center?, ,Are any cleaning services offered at Hanoi Marriotte Hotel?, ,Are there any historical sites close to Hanoi Marriotte Hotel?, ",43,40 reviews,"#469 of 1,074 B&Bs / Inns in Hanoi",2.5,2.0 of 5 bubbles,656,Average,Hanoi,Budget,12,https://www.tripadvisor.com/Hotel_Review-g293924-d8121862-Reviews-Hanoi_Marriotte_Hotel-Hanoi.html
"So 42 BT2 Bac Linh Dam Phuong Dai Kim, Hanoi Vietnam",0,,,,D' Villa Hotel,$38 ,$33 ,"$33, - ,$38","Which popular attractions are close to D' Villa Hotel?, ,What are some restaurants close to D' Villa Hotel?, ",,,,,,0,,Hanoi,,,https://www.tripadvisor.com/Hotel_Review-g293924-d17538037-Reviews-D_Villa_Hotel-Hanoi.html
"So 2, Ngo 86, Pho Duy Tan Cau Giay Dist, Hanoi 10000 Vietnam",3,57,92,"English, Japanese, Vietnamese",Myway Hotel & Residence,$187 ,$49 ,"$49, - ,$187","Which popular attractions are close to Myway Hotel & Residence?, ,What are some of the property amenities at Myway Hotel & Residence?, ,Which room amenities are available at Myway Hotel & Residence?, ,What food & drink options are available at Myway Hotel & Residence?, ,Is parking available at Myway Hotel & Residence?, ,What are some restaurants close to Myway Hotel & Residence?, ,Does Myway Hotel & Residence have airport transportation?, ,Are any cleaning services offered at Myway Hotel & Residence?, ,Does Myway Hotel & Residence offer any business services?, ,Which languages are spoken by the staff at Myway Hotel & Residence?, ,Are there any historical sites close to Myway Hotel & Residence?, ",63,40 reviews,"#335 of 1,294 hotels in Hanoi",4,4.0 of 5 bubbles,12,Very good,80,,57,https://www.tripadvisor.com/Hotel_Review-g293924-d3800212-Reviews-Myway_Hotel_Residence-Hanoi.html
,0,,,"English, Vietnamese",Saigon Pearl Hotel - Le Duc Tho,$34 ,$33 ,"$33, - ,$34","What are some of the property amenities at Saigon Pearl Hotel - Le Duc Tho?, ,Which room amenities are available at Saigon Pearl Hotel - Le Duc Tho?, ,Is parking available at Saigon Pearl Hotel - Le Duc Tho?, ,Are any cleaning services offered at Saigon Pearl Hotel - Le Duc Tho?, ",,1 review,"#279 of 1,074 B&Bs / Inns in Hanoi",5,2.0 of 5 bubbles,0,Excellent,29,,,https://www.tripadvisor.com/Hotel_Review-g293924-d3221982-Reviews-Saigon_Pearl_Hotel_Le_Duc_Tho-Hanoi.html
"45 Tran Hung Dao, Hoan Kiem District Hoan Kiem, Hanoi 100000 Vietnam",20,96,12,,Ladybug Hotel,$62 ,$33 ,"$33, - ,$62","Which popular attractions are close to Ladybug Hotel?, ,What are some of the property amenities at Ladybug Hotel?, ,What food & drink options are available at Ladybug Hotel?, ,What are some restaurants close to Ladybug Hotel?, ,Does Ladybug Hotel have airport transportation?, ,Is Ladybug Hotel located near the city center?, ",9,11 reviews,"#115 of 1,177 Specialty lodging in Hanoi",4.5,3.0 of 5 bubbles,163,Excellent,6,"Charming,Romantic",1,https://www.tripadvisor.com/Hotel_Review-g293924-d13533977-Reviews-Ladybug_Hotel-Hanoi.html
"54B Quoc Tu Giam Street, Dong Da District, Hanoi 10000 Vietnam",18,90,12,"English, Vietnamese",Van Mieu 1 Hotel,$26 ,$18 ,"$18, - ,$26","Which popular attractions are close to Van Mieu 1 Hotel?, ,What are some of the property amenities at Van Mieu 1 Hotel?, ,Which room amenities are available at Van Mieu 1 Hotel?, ,What food & drink options are available at Van Mieu 1 Hotel?, ,Is parking available at Van Mieu 1 Hotel?, ,What are some restaurants close to Van Mieu 1 Hotel?, ,Does Van Mieu 1 Hotel have airport transportation?, ,Is Van Mieu 1 Hotel located near the city center?, ,Are pets allowed at Van Mieu 1 Hotel?, ,Which languages are spoken by the staff at Van Mieu 1 Hotel?, ",3,41 reviews,"#409 of 1,074 B&Bs / Inns in Hanoi",3,2.0 of 5 bubbles,68,Average,32,,1,https://www.tripadvisor.com/Hotel_Review-g293924-d1788317-Reviews-Van_Mieu_1_Hotel-Hanoi.html
"30 Dinh Liet Street, Hang Dao Ward, Hoan Kiem District, Hanoi Vietnam",216,100,1,,K3 Hostel,$34 ,$33 ,"$33, - ,$34","Which popular attractions are close to K3 Hostel?, ,What are some of the property amenities at K3 Hostel?, ,What food & drink options are available at K3 Hostel?, ,What are some restaurants close to K3 Hostel?, ,Does K3 Hostel have airport transportation?, ,Is K3 Hostel located near the city center?, ",11,8 reviews,"#131 of 1,177 Specialty lodging in Hanoi",5,1.0 of 5 bubbles,766,Excellent,3,"Family,Budget",5,https://www.tripadvisor.com/Hotel_Review-g293924-d12154312-Reviews-K3_Hostel-Hanoi.html
"12 Yet Kieu St, Tran Hung Dao ward, Hoan Kiem dist, Hanoi 10000 Vietnam",11,95,,"English, Vietnamese",Mayfair Hotel & Apartment,$108 ,$33 ,"$33, - ,$108","Which popular attractions are close to Mayfair Hotel & Apartment?, ,What are some of the property amenities at Mayfair Hotel & Apartment?, ,Is parking available at Mayfair Hotel & Apartment?, ,What are some restaurants close to Mayfair Hotel & Apartment?, ,Does Mayfair Hotel & Apartment have an airport shuttle?, ,Does Mayfair Hotel & Apartment have airport transportation?, ,Is Mayfair Hotel & Apartment located near the city center?, ,Which languages are spoken by the staff at Mayfair Hotel & Apartment?, ",,5 reviews,"#175 of 1,177 Specialty lodging in Hanoi",4.5,2.0 of 5 bubbles,111,Excellent,14,,,https://www.tripadvisor.com/Hotel_Review-g293924-d8470836-Reviews-Mayfair_Hotel_Apartment-Hanoi.html
"92 Ngo Thi Nham Street Hai Ba Trung District, Hanoi 100000 Vietnam",14,86,8,"English, Japanese, Vietnamese",Cherry Hotel 1,$65 ,$51 ,"$51, - ,$65","Which popular attractions are close to Cherry Hotel 1?, ,What are some of the property amenities at Cherry Hotel 1?, ,Which room amenities are available at Cherry Hotel 1?, ,What food & drink options are available at Cherry Hotel 1?, ,Is parking available at Cherry Hotel 1?, ,What are some restaurants close to Cherry Hotel 1?, ,Are there opportunities to exercise at Cherry Hotel 1?, ,Does Cherry Hotel 1 have an airport shuttle?, ,Does Cherry Hotel 1 have airport transportation?, ,Are any cleaning services offered at Cherry Hotel 1?, ",11,3 reviews,"#314 of 1,074 B&Bs / Inns in Hanoi",3.5,3.0 of 5 bubbles,155,Very good,27,,2,https://www.tripadvisor.com/Hotel_Review-g293924-d12197858-Reviews-Cherry_Hotel_1-Hanoi.html
