HAddress,HAttractions,HGFW,HImages,HLanguage,HMail,HName,HPMax,HPMin,HPRange,HQuestions,HRImages,HRNumber,HRank,HRankreview,HRating,HRestaurants,HReview,HRoom,HStyles,HTel,HVideos,URL
"481 Tran Quoc Hoan, Da Nang Vietnam",4,76,,"English, Vietnamese",,Hotel Yen Tran,3,Vietnam,"Vietnam,Da Nang,3","Which popular attractions are close to Hotel Yen Tran?, ,What are some of the property amenities at Hotel Yen Tran?, ,Is parking available at Hotel Yen Tran?, ,What are some restaurants close to Hotel Yen Tran?, ,Does Hotel Yen Tran have an airport shuttle?, ,Does Hotel Yen Tran have airport transportation?, ",,2,#31 of 35 condos in Da Nang,2.0,2.0 of 5 bubbles,32,Poor,3,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d8719421-Reviews-Hotel_Yen_Tran-Da_Nang.html
"58 Ho Nghinh Street Son Tra District, Da Nang 550000 Vietnam",3,76,,,,DA Nang Lavender Hotel,25,Vietnam,"Vietnam,Da Nang,25","Which popular attractions are close to DA Nang Lavender Hotel?, ,What are some of the property amenities at DA Nang Lavender Hotel?, ,What food & drink options are available at DA Nang Lavender Hotel?, ,Is parking available at DA Nang Lavender Hotel?, ,What are some restaurants close to DA Nang Lavender Hotel?, ",,0,,0,NA,37,,25,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d10366598-Reviews-DA_Nang_Lavender_Hotel-Da_Nang.html
"98A Nguyen Dien Chieu Mui Ne, Phan Thiet 620000 Vietnam",4,76,325,"English, Vietnamese",,Shades Resort,$70,$25,"$25, - ,$70","Which popular attractions are close to Shades Resort?, ,What are some of the property amenities at Shades Resort?, ,Which room amenities are available at Shades Resort?, ,What food & drink options are available at Shades Resort?, ,Is parking available at Shades Resort?, ,What are some restaurants close to Shades Resort?, ,Are there opportunities to exercise at Shades Resort?, ,Are any cleaning services offered at Shades Resort?, ,Which languages are spoken by the staff at Shades Resort?, ,Does Shades Resort have any great views?, ",82,466,#2 of 39 resorts in Phan Thiet,5.0,NA,34,Excellent,10,"Modern,Quiet",,61,https://www.tripadvisor.com/Hotel_Review-g298086-d952483-Reviews-Shades_Resort-Phan_Thiet_Binh_Thuan_Province.html
"41 Dong Da Street Phuong Thach Thang - Quan Hai Chau, Da Nang Vietnam",14,86,,,,Trang Thu Hotel,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Trang Thu Hotel?, ,What are some of the property amenities at Trang Thu Hotel?, ,What are some restaurants close to Trang Thu Hotel?, ",,0,#276 of 279 small hotels in Da Nang,0,2.0 of 5 bubbles,74,,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d3189294-Reviews-Trang_Thu_Hotel-Da_Nang.html
"65 Hoang Van Thu, Da Nang 550000 Vietnam",0,0,2,"English, Vietnamese",,Ami House,15,Vietnam,"Vietnam,Da Nang,15","Which popular attractions are close to Ami House?, ,What are some of the property amenities at Ami House?, ,What food & drink options are available at Ami House?, ,Is parking available at Ami House?, ,What are some restaurants close to Ami House?, ,Does Ami House have an airport shuttle?, ,Does Ami House have airport transportation?, ,Which languages are spoken by the staff at Ami House?, ",10,0,,0,NA,0,,15,,,3,https://www.tripadvisor.com/Hotel_Review-g298085-d13004685-Reviews-Ami_House-Da_Nang.html
"63 Duong Khue, Da Nang Vietnam",2,62,,"English, Spanish, Vietnamese",,Chance Hotel,16,Vietnam,"Vietnam,Da Nang,16","Which popular attractions are close to Chance Hotel?, ,What are some of the property amenities at Chance Hotel?, ,Which room amenities are available at Chance Hotel?, ,Is parking available at Chance Hotel?, ,What are some restaurants close to Chance Hotel?, ,Does Chance Hotel have an airport shuttle?, ,Does Chance Hotel have airport transportation?, ,Are any cleaning services offered at Chance Hotel?, ",,3,#261 of 279 small hotels in Da Nang,2.5,NA,19,Average,16,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d6674770-Reviews-Chance_Hotel-Da_Nang.html
"1 An Thuong 30, Ngu Hanh Son District, Da Nang Vietnam",9,86,,"English, Vietnamese",,Emirates 2 Hotel,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Emirates 2 Hotel?, ,What are some of the property amenities at Emirates 2 Hotel?, ,What food & drink options are available at Emirates 2 Hotel?, ,Is parking available at Emirates 2 Hotel?, ,What are some restaurants close to Emirates 2 Hotel?, ,Does Emirates 2 Hotel have an airport shuttle?, ,Does Emirates 2 Hotel have airport transportation?, ,Which languages are spoken by the staff at Emirates 2 Hotel?, ",,0,#277 of 279 small hotels in Da Nang,0,NA,58,,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d12237481-Reviews-Emirates_2_Hotel-Da_Nang.html
"5 Pham Van Nghi, Da Nang Vietnam",1,67,,,,Huong Lan 1 Hotel,8,Vietnam,"Vietnam,Da Nang,8","Which popular attractions are close to Huong Lan 1 Hotel?, ,What are some of the property amenities at Huong Lan 1 Hotel?, ,What are some restaurants close to Huong Lan 1 Hotel?, ",,1 review,#266 of 279 small hotels in Da Nang,1.0,NA,20,Terrible,8,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d6403120-Reviews-Huong_Lan_1_Hotel-Da_Nang.html
"Lo 11. B4.4 duong Vo Nguyen Giap, Da Nang Vietnam",4,67,,,,Dong Nam A Hotel,15,Vietnam,"Vietnam,Da Nang,15","Which popular attractions are close to Dong Nam A Hotel?, ,What are some of the property amenities at Dong Nam A Hotel?, ,What food & drink options are available at Dong Nam A Hotel?, ,Is parking available at Dong Nam A Hotel?, ,What are some restaurants close to Dong Nam A Hotel?, ,Are there opportunities to exercise at Dong Nam A Hotel?, ,Does Dong Nam A Hotel have an airport shuttle?, ",,1 review,#187 of 279 small hotels in Da Nang,4.0,1.0 of 5 bubbles,38,Very good,15,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d6375458-Reviews-Dong_Nam_A_Hotel-Da_Nang.html
"Vo Nguyen Giap, Da Nang Vietnam",8,87,,,,MuongThanh Ruby,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to MuongThanh Ruby?, ",,1 review,#34 of 35 condos in Da Nang,1.0,NA,70,Terrible,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d15221142-Reviews-MuongThanh_Ruby-Da_Nang.html
"Lot 04 An Thuong 29, Da Nang Vietnam",15,52,,,,La Merci Home Coffee & Pub,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to La Merci Home Coffee & Pub?, ",,1 review,#132 of 133 hostels in Da Nang,1.0,NA,125,Terrible,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d17612553-Reviews-La_Merci_Home_Coffee_Pub-Da_Nang.html
"K2/5 Ha Bong, Phuoc My, Son Tra, Da Nang 55000 Vietnam",12,84,65,"English, Vietnamese",,4Sisters Hostel,$21,$11,"$11, - ,$21","Which popular attractions are close to 4Sisters Hostel?, ,What are some of the property amenities at 4Sisters Hostel?, ,What food & drink options are available at 4Sisters Hostel?, ,Is parking available at 4Sisters Hostel?, ,What are some restaurants close to 4Sisters Hostel?, ,Does 4Sisters Hostel have an airport shuttle?, ,Does 4Sisters Hostel have airport transportation?, ,Which languages are spoken by the staff at 4Sisters Hostel?, ",22,467,#4 of 133 hostels in Da Nang,4.5,2.0 of 5 bubbles,82,Excellent,18,"Modern,Budget",,15,https://www.tripadvisor.com/Hotel_Review-g298085-d8013255-Reviews-4Sisters_Hostel-Da_Nang.html
"36 Hung Vuong Str, Da Nang Vietnam",27,91,,,,Wynn Hotel Danang,12,Vietnam,"Vietnam,Da Nang,12","Which popular attractions are close to Wynn Hotel Danang?, ,What are some of the property amenities at Wynn Hotel Danang?, ",,2,#267 of 279 small hotels in Da Nang,1.0,NA,149,Terrible,12,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d3208578-Reviews-Wynn_Hotel_Danang-Da_Nang.html
"178-179 Ha Ky Ngo Extension from Ho Nghinh St, Da Nang 550000 Vietnam",4,54,15,"English, Korean, Vietnamese",,Hung Ngoc Phu Hotel,34,Vietnam,"Vietnam,Da Nang,34","Which popular attractions are close to Hung Ngoc Phu Hotel?, ,What are some of the property amenities at Hung Ngoc Phu Hotel?, ,What food & drink options are available at Hung Ngoc Phu Hotel?, ,Is parking available at Hung Ngoc Phu Hotel?, ,What are some restaurants close to Hung Ngoc Phu Hotel?, ,Does Hung Ngoc Phu Hotel have an airport shuttle?, ,Does Hung Ngoc Phu Hotel have airport transportation?, ,Does Hung Ngoc Phu Hotel offer any business services?, ",3,0,,0,NA,52,,34,,,1,https://www.tripadvisor.com/Hotel_Review-g298085-d13398864-Reviews-Hung_Ngoc_Phu_Hotel-Da_Nang.html
"291 Dien Bien Phu Thanh Khe District, Da Nang Vietnam",0,0,,,,Son Long Hotel,17,Vietnam,"Vietnam,Da Nang,17","Which popular attractions are close to Son Long Hotel?, ,What are some restaurants close to Son Long Hotel?, ",,2,#53 of 57 lodges in Da Nang,1.0,NA,0,Terrible,17,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d6899843-Reviews-Son_Long_Hotel-Da_Nang.html
"36 Nguyen Duy Hieu, An Hai Dong, Son Tra, Da Nang Vietnam",4,73,,,,Dolce Casa,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Dolce Casa?, ",,1 review,#35 of 35 condos in Da Nang,1.0,NA,40,Terrible,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d17627634-Reviews-Dolce_Casa-Da_Nang.html
"Block 40-41, An Thuong 29, My An Ward, Da Nang 0401786503 Vietnam",5,79,,,,Sweden Hotel and Apartment,31,Vietnam,"Vietnam,Da Nang,31","Which popular attractions are close to Sweden Hotel and Apartment?, ",,1 review,#399 of 408 hotels in Da Nang,1.0,NA,91,Terrible,31,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d21126992-Reviews-Sweden_Hotel_and_Apartment-Da_Nang.html
"77 Hang Luoc Str. Hoan Kiem District, Hanoi 10000 Vietnam",68,100,144,,,Hanoi Little Town Hotel,$36,$14,"$14, - ,$36","Which popular attractions are close to Hanoi Little Town Hotel?, ,What are some of the property amenities at Hanoi Little Town Hotel?, ,Which room amenities are available at Hanoi Little Town Hotel?, ,What food & drink options are available at Hanoi Little Town Hotel?, ,What are some restaurants close to Hanoi Little Town Hotel?, ,Does Hanoi Little Town Hotel have an airport shuttle?, ,Does Hanoi Little Town Hotel have airport transportation?, ,Is Hanoi Little Town Hotel located near the city center?, ,Are any cleaning services offered at Hanoi Little Town Hotel?, ,Are there any historical sites close to Hanoi Little Town Hotel?, ",14,466,#3 of 25 B&Bs in Hanoi,4.5,2.0 of 5 bubbles,343,Excellent,25,"Family,Centrally Located",,6,https://www.tripadvisor.com/Hotel_Review-g293924-d454999-Reviews-Hanoi_Little_Town_Hotel-Hanoi.html
"356 Hoang Dieu, Da Nang Vietnam",6,78,,,,Da Nang Central Apartment,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Da Nang Central Apartment?, ,What are some restaurants close to Da Nang Central Apartment?, ",,0,,0,NA,49,,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d17512929-Reviews-Da_Nang_Central_Apartment-Da_Nang.html
"17 Nguyen Hue Street, Hue 008454 Vietnam",4,77,398,"English, French, Chinese, Vietnamese",,Mondial Hotel Hue,$49,$29,"$29, - ,$49","Which popular attractions are close to Mondial Hotel Hue?, ,What are some of the property amenities at Mondial Hotel Hue?, ,Which room amenities are available at Mondial Hotel Hue?, ,What food & drink options are available at Mondial Hotel Hue?, ,Is parking available at Mondial Hotel Hue?, ,What are some restaurants close to Mondial Hotel Hue?, ,Are there opportunities to exercise at Mondial Hotel Hue?, ,Does Mondial Hotel Hue have airport transportation?, ,Is Mondial Hotel Hue located near the city center?, ,Are any cleaning services offered at Mondial Hotel Hue?, ,Does Mondial Hotel Hue offer any business services?, ",77,467,#46 of 138 hotels in Hue,4.0,4.0 of 5 bubbles,20,Very good,106,"Mid-range,Business",,27,https://www.tripadvisor.com/Hotel_Review-g293926-d1930434-Reviews-Mondial_Hotel_Hue-Hue_Thua_Thien_Hue_Province.html
"07 Le Hong Phong, Phuoc Ninh, Da Nang Vietnam",25,92,,,,Dragon View Riverfront Hotel - Managed By Chiic Vacation,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Dragon View Riverfront Hotel - Managed By Chiic Vacation?, ,What are some restaurants close to Dragon View Riverfront Hotel - Managed By Chiic Vacation?, ",,1 review,#8 of 12 inns in Da Nang,5.0,NA,159,Excellent,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d21504636-Reviews-Dragon_View_Riverfront_Hotel_Managed_By_Chiic_Vacation-Da_Nang.html
"25 Che Lan Vien, Da Nang Vietnam",4,67,,,,Linda Homestay,3,Vietnam,"Vietnam,Da Nang,3","Which popular attractions are close to Linda Homestay?, ",,0,,0,NA,39,,3,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d5964802-Reviews-Linda_Homestay-Da_Nang.html
,0,0,,"English, Vietnamese",,Long Phu Hotel,11,Vietnam,"Vietnam,Da Nang,11","What are some of the property amenities at Long Phu Hotel?, ",,0,,0,1.0 of 5 bubbles,0,,11,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d6214197-Reviews-Long_Phu_Hotel-Da_Nang.html
"54 Trung Nu Vuong, Da Nang Vietnam",12,90,,,,Nam A 2 Hotel,7,Vietnam,"Vietnam,Da Nang,7","Which popular attractions are close to Nam A 2 Hotel?, ,What are some restaurants close to Nam A 2 Hotel?, ",,0,,0,NA,90,,7,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d6435102-Reviews-Nam_A_2_Hotel-Da_Nang.html
"03-05 Pham Dinh Ho, Da Nang Vietnam",0,0,,"English, Vietnamese",,Thoang Sai Gon Hotel,18,Vietnam,"Vietnam,Da Nang,18","Which popular attractions are close to Thoang Sai Gon Hotel?, ,What are some of the property amenities at Thoang Sai Gon Hotel?, ,What are some restaurants close to Thoang Sai Gon Hotel?, ,Which languages are spoken by the staff at Thoang Sai Gon Hotel?, ",,0,,0,1.0 of 5 bubbles,0,,18,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d6403041-Reviews-Thoang_Sai_Gon_Hotel-Da_Nang.html
,0,0,,,,OYO 810 MY Khe Hotel,70,Vietnam,"Vietnam,Da Nang,70",,,0,,0,NA,0,,70,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d21292962-Reviews-OYO_810_MY_Khe_Hotel-Da_Nang.html
"80 Ha B_ng, Phuoc My, Da Nang 550000 Vietnam",10,99,,,,The Shann Hotel Da Nang,Son Tra Peninsula,Vietnam,"Vietnam,Da Nang,Son Tra Peninsula","Which popular attractions are close to The Shann Hotel Da Nang?, ,What are some restaurants close to The Shann Hotel Da Nang?, ",,1 review,#6 of 6 hotels in Phuoc My,1.0,NA,79,Terrible,Phuoc My,,,0,https://www.tripadvisor.com/Hotel_Review-g19779171-d21151015-Reviews-The_Shann_Hotel_Da_Nang-Phuoc_My_Son_Tra_Peninsula_Da_Nang.html
"Tu Ngan, Dien Ban, Da Nang Vietnam",0,0,,,,Little House,2,Vietnam,"Vietnam,Da Nang,2","Which popular attractions are close to Little House?, ,What are some restaurants close to Little House?, ",,0,,0,NA,0,,2,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d9456324-Reviews-Little_House-Da_Nang.html
"K498/06 Vo Nguyen Giap, Son Tra, Da Nang Vietnam",11,85,,,,Olwen Hotel,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Olwen Hotel?, ",,0,,0,NA,72,,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d8863282-Reviews-Olwen_Hotel-Da_Nang.html
"Tru_ng Sa, Da Nang Vietnam",0,0,,,,Luxury Ocean Villa Da Nang Resort Managed By Luxhome,NA,Vietnam,"Vietnam,Da Nang",,,0,,0,NA,0,,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d21164297-Reviews-Luxury_Ocean_Villa_Da_Nang_Resort_Managed_By_Luxhome-Da_Nang.html
"41 Cao Ba Quat, Da Nang 550000 Vietnam",10,80,,,,ST Motel & Apartment,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to ST Motel & Apartment?, ",,0,,0,NA,27,,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d23375960-Reviews-ST_Motel_Apartment-Da_Nang.html
"380 Hai Thang Chin Street, Da Nang Vietnam",13,59,,,,Brown Bean 2 Hotel,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Brown Bean 2 Hotel?, ",,0,,0,2.0 of 5 bubbles,57,,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d21150184-Reviews-Brown_Bean_2_Hotel-Da_Nang.html
,0,0,,,,"Crowne Plaza Danang, An IHG Hotel",NA,Vietnam,"Vietnam,Da Nang",,,0,,0,NA,0,,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d23453489-Reviews-Crowne_Plaza_Danang_An_IHG_Hotel-Da_Nang.html
"Cuoi duong Doan Khue, Lo 54 B2.21 Nam Viet A, Da Nang Vietnam",0,0,,,,Nhan House,3,Vietnam,"Vietnam,Da Nang,3","Which popular attractions are close to Nhan House?, ,What are some of the property amenities at Nhan House?, ,Is parking available at Nhan House?, ,What are some restaurants close to Nhan House?, ,Are there opportunities to exercise at Nhan House?, ,Does Nhan House have an airport shuttle?, ,Does Nhan House have airport transportation?, ,Are pets allowed at Nhan House?, ",,0,,0,NA,0,,3,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d17519353-Reviews-Nhan_House-Da_Nang.html
"990 Ngo Quyen, Da Nang Vietnam",9,73,,,,Maris Danang Hotel,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Maris Danang Hotel?, ",,0,,0,NA,26,,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d23247304-Reviews-Maris_Danang_Hotel-Da_Nang.html
"Lo 50 F1.2 Ho Tung Mau, Da Nang Vietnam",9,80,,,,Hotel Aki 2,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to Hotel Aki 2?, ,What are some of the property amenities at Hotel Aki 2?, ,What food & drink options are available at Hotel Aki 2?, ,What are some restaurants close to Hotel Aki 2?, ",,0,,0,1.0 of 5 bubbles,25,,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d12445703-Reviews-Hotel_Aki_2-Da_Nang.html
"56 le Van Huu, My An Ward Ngu Hanh Son, Da Nang Vietnam",4,54,,,,My Family,NA,Vietnam,"Vietnam,Da Nang","Which popular attractions are close to My Family?, ,What are some restaurants close to My Family?, ",,0,,0,3.0 of 5 bubbles,11,,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d15660253-Reviews-My_Family-Da_Nang.html
,0,0,,,,Blue House,NA,Vietnam,"Vietnam,Da Nang",,,0,,0,NA,0,,Da Nang,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d19727803-Reviews-Blue_House-Da_Nang.html
"05 Le Van Duyet Nai Hien Dong, Son Tra, Da Nang 550000 Vietnam",0,0,,"Korean, Vietnamese",,Tien Hotel & Apartment,13,Vietnam,"Vietnam,Da Nang,13","Which popular attractions are close to Tien Hotel & Apartment?, ,What are some of the property amenities at Tien Hotel & Apartment?, ,Which room amenities are available at Tien Hotel & Apartment?, ,What food & drink options are available at Tien Hotel & Apartment?, ,Is parking available at Tien Hotel & Apartment?, ,What are some restaurants close to Tien Hotel & Apartment?, ,Are there opportunities to exercise at Tien Hotel & Apartment?, ,Are any cleaning services offered at Tien Hotel & Apartment?, ,Which languages are spoken by the staff at Tien Hotel & Apartment?, ,Are there any historical sites close to Tien Hotel & Apartment?, ",,0,,0,NA,0,,13,,,0,https://www.tripadvisor.com/Hotel_Review-g298085-d20546861-Reviews-Tien_Hotel_Apartment-Da_Nang.html
